Unnamed: 0,article_recommend,article_surprise,article_interest,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,race.Comment,education.Comment,gender.Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude,topic_involvement,attitude_pre,attitude_post,recall_rmse,recall_signed_err,recall_rmse.sc,vis_elic_rmse,vis_elic_signed_err,vis_elic_rmse.sc
315,3,4,3,ba214bf20416,Control,Drug overdoses,two,3,3,3,3,4,4,3,5,5,2,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",High School,30,,,,1679527254448,1679528100005,14.0926166666667,1,8,June,27,The article above was about players complaining about the quality of turf while playing during the Super Bowl.,0,12,11,12,14411.5703083307,-10257.9184726522,0.180144628854134,,,
316,3,4,3,ba214bf20416,Control,Drug-use disorder,two,3,3,3,3,4,4,3,5,5,2,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",High School,30,,,,1679527254448,1679528100005,14.0926166666667,1,8,June,27,The article above was about players complaining about the quality of turf while playing during the Super Bowl.,0,12,11,12,3.05982359692971,2.53450077399381,0.305982359692971,,,
317,3,5,3,ba214bf20416,Control,Synthetic opioids,two,3,3,3,3,4,4,3,5,5,2,Woman,"East Asian e.g. Chinese, Japanese, South-East Asian",High School,30,,,,1679527254448,1679528100005,14.0926166666667,1,8,June,27,The article above was about players complaining about the quality of turf while playing during the Super Bowl.,0,12,11,12,24854.7553048324,22652.783010157,0.310684441310405,,,
318,4,3,4,0a10aaabd6d4,Control,Drug overdoses,two,2,2,3,3,3,4,3,4,4,3,Man,African American/Black,Undergraduate,31,,,,1679527254841,1679528346291,18.1908333333333,second,8,Emily,0,The turf used for the Super Bowl may have been of low quality and might have affected how the teams played as some were slipping.,0,10,10,11,4958.01349037477,4222.93979376289,0.0619751686296846,,,
319,3,2,3,0a10aaabd6d4,Control,Drug-use disorder,two,2,2,3,3,3,4,3,4,4,3,Man,African American/Black,Undergraduate,31,,,,1679527254841,1679528346291,18.1908333333333,second,8,Emily,0,The turf used for the Super Bowl may have been of low quality and might have affected how the teams played as some were slipping.,0,10,10,11,0.154414957820297,-0.0252319839839719,0.0154414957820297,,,
320,3,2,3,0a10aaabd6d4,Control,Synthetic opioids,two,2,2,3,3,3,4,3,4,4,3,Man,African American/Black,Undergraduate,31,,,,1679527254841,1679528346291,18.1908333333333,second,8,Emily,0,The turf used for the Super Bowl may have been of low quality and might have affected how the teams played as some were slipping.,0,10,10,11,6331.19478775724,4968.71270126385,0.0791399348469655,,,
321,3,3,3,a14568774ad7,Categorize,Drug overdoses,two,4,3,3,3,3,4,5,4,4,5,Man,White/Caucasian/European,High School,40,,,,1679527255988,1679528015932,12.6657333333333,second,8,june,27,"That astroturf is basically hot ass. Not exactly ice, but you may as well be playing on a wet mall floor.",0,13,12,13,16778.234477349,-12626.4644930341,0.209727930966863,,,
322,3,3,3,a14568774ad7,Categorize,Drug-use disorder,two,4,3,3,3,3,4,5,4,4,5,Man,White/Caucasian/European,High School,40,,,,1679527255988,1679528015932,12.6657333333333,second,8,june,27,"That astroturf is basically hot ass. Not exactly ice, but you may as well be playing on a wet mall floor.",0,13,12,13,0.458253288094167,0.235981541053921,0.0458253288094167,,,
323,3,2,3,a14568774ad7,Categorize,Synthetic opioids,two,4,3,3,3,3,4,5,4,4,5,Man,White/Caucasian/European,High School,40,,,,1679527255988,1679528015932,12.6657333333333,second,8,june,27,"That astroturf is basically hot ass. Not exactly ice, but you may as well be playing on a wet mall floor.",0,13,12,13,14443.3657473516,11022.1382444598,0.180542071841895,,,
324,4,3,4,ea233977f1ab,Categorize,Drug overdoses,two,4,4,4,4,5,5,4,5,5,3,Woman,White/Caucasian/European,Undergraduate,52,,,,1679527256244,1679528171673,15.25715,first,7,June,27,The turf used at the super bowl affect team play,0,16,14,13,8306.40064282974,-2890.77959921633,0.103830008035372,,,
325,4,3,4,ea233977f1ab,Categorize,Drug-use disorder,two,4,4,4,4,5,5,4,5,5,3,Woman,White/Caucasian/European,Undergraduate,52,,,,1679527256244,1679528171673,15.25715,first,7,June,27,The turf used at the super bowl affect team play,0,16,14,13,3.01631878571876,2.44241434418134,0.301631878571876,,,
326,4,3,4,ea233977f1ab,Categorize,Synthetic opioids,two,4,4,4,4,5,5,4,5,5,3,Woman,White/Caucasian/European,Undergraduate,52,,,,1679527256244,1679528171673,15.25715,first,7,June,27,The turf used at the super bowl affect team play,0,16,14,13,28614.22984286,25804.535689899,0.35767787303575,,,
327,2,2,3,da40d77d3863,Categorize,Drug overdoses,two,2,2,2,2,2,3,3,3,3,3,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Masters,29,,,,1679527257355,1679528897007,27.3275333333333,first,8,Emily,27,Football players dislike the field turf and complain about it.,0,8,8,9,8499.56385505768,6612.99979340009,0.106244548188221,,,
328,2,2,3,da40d77d3863,Categorize,Drug-use disorder,two,2,2,2,2,2,3,3,3,3,3,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Masters,29,,,,1679527257355,1679528897007,27.3275333333333,first,8,Emily,27,Football players dislike the field turf and complain about it.,0,8,8,9,0.305129393011375,0.268709328792166,0.0305129393011375,,,
329,3,3,3,da40d77d3863,Categorize,Synthetic opioids,two,2,2,2,2,2,3,3,3,3,3,Man,"East Asian e.g. Chinese, Japanese, South-East Asian",Masters,29,,,,1679527257355,1679528897007,27.3275333333333,first,8,Emily,27,Football players dislike the field turf and complain about it.,0,8,8,9,19498.8508496354,17217.805176683,0.243735635620443,,,
330,4,4,5,4f63e8333f16,Draw,Drug overdoses,two,3,3,2,4,5,5,3,5,5,3,Woman,White/Caucasian/European,other,33,,Associate's Degree,,1679527257469,1679527828922,9.52421666666667,second,8,Emily,0,"While the field conditions weren't the only reason The Eagles didn't win, it was a big problem for the players and slowed them down.",0,12,13,13,11118.5095490904,-8789.13622291022,0.13898136936363,2653.1683342139,-120.405572755422,0.0331646041776738
331,4,4,4,4f63e8333f16,Draw,Drug-use disorder,two,3,3,2,4,5,5,3,5,5,3,Woman,White/Caucasian/European,other,33,,Associate's Degree,,1679527257469,1679527828922,9.52421666666667,second,8,Emily,0,"While the field conditions weren't the only reason The Eagles didn't win, it was a big problem for the players and slowed them down.",0,12,13,13,1.34513562123704,1.2110036119711,0.134513562123704,2.18951597647033,1.90450206398349,0.218951597647033
332,5,4,5,4f63e8333f16,Draw,Synthetic opioids,two,3,3,2,4,5,5,3,5,5,3,Woman,White/Caucasian/European,other,33,,Associate's Degree,,1679527257469,1679527828922,9.52421666666667,second,8,Emily,0,"While the field conditions weren't the only reason The Eagles didn't win, it was a big problem for the players and slowed them down.",0,12,13,13,6117.85036987728,-2402.38781163435,0.076473129623466,12392.9796027479,3226.42105263158,0.154912245034349
333,3,4,3,cbe5be48020a,Categorize,Drug overdoses,two,4,4,4,4,4,4,3,5,2,3,Man,White/Caucasian/European,High School,30,,,,1679527261433,1679528157830,14.93995,first,7,june,3,the football field was in bad condtion,0,16,11,10,7984.32042320951,-4888.46542827658,0.0998040052901189,,,
334,3,3,3,cbe5be48020a,Categorize,Drug-use disorder,two,4,4,4,4,4,4,3,5,2,3,Man,White/Caucasian/European,High School,30,,,,1679527261433,1679528157830,14.93995,first,7,june,3,the football field was in bad condtion,0,16,11,10,2.07644468286178,1.80591460268318,0.207644468286178,,,
335,4,5,4,cbe5be48020a,Categorize,Synthetic opioids,two,4,4,4,4,4,4,3,5,2,3,Man,White/Caucasian/European,High School,30,,,,1679527261433,1679528157830,14.93995,first,7,june,3,the football field was in bad condtion,0,16,11,10,17979.2629746656,-2015.26869806095,0.22474078718332,,,
336,3,2,3,ca7e61c24709,Draw,Drug overdoses,two,3,3,3,3,5,4,1,5,4,1,Man,White/Caucasian/European,Undergraduate,34,,,,1679527265634,1679527705257,7.32705,2,8,Emily,27,The field conditions were not up to the standard at which nfl players are used to.,0,12,10,10,7822.6133412088,-5027.16753740971,0.09778266676511,7311.8051860849,-4442.88586010062,0.0913975648260613
337,3,2,3,ca7e61c24709,Draw,Drug-use disorder,two,3,3,3,3,5,4,1,5,4,1,Man,White/Caucasian/European,Undergraduate,34,,,,1679527265634,1679527705257,7.32705,2,8,Emily,27,The field conditions were not up to the standard at which nfl players are used to.,0,12,10,10,0.751104362806542,0.62019312556437,0.0751104362806543,0.933762098190603,0.581737701762448,0.0933762098190603
338,3,3,3,ca7e61c24709,Draw,Synthetic opioids,two,3,3,3,3,5,4,1,5,4,1,Man,White/Caucasian/European,Undergraduate,34,,,,1679527265634,1679527705257,7.32705,2,8,Emily,27,The field conditions were not up to the standard at which nfl players are used to.,0,12,10,10,14268.189655132,11899.9047206833,0.17835237068915,18276.5097957681,-7065.87771958679,0.228456372447101
339,4,2,5,0614fce88f2d,Draw,Drug overdoses,two,2,3,4,3,4,4,5,4,5,4,Man,White/Caucasian/European,High School,20,,,,1679527269468,1679527842955,9.55811666666667,First,8,Emily,27,"The Super Bowl 2023 was played on a poor turf, which the Eagles blamed for their narrow loss.",0,12,13,13,6229.06859155113,2194.04289114906,0.0778633573943892,8246.04406871144,1104.25960941531,0.103075550858893
340,3,2,4,0614fce88f2d,Draw,Drug-use disorder,two,2,3,4,3,4,4,5,4,5,4,Man,White/Caucasian/European,High School,20,,,,1679527269468,1679527842955,9.55811666666667,First,8,Emily,27,"The Super Bowl 2023 was played on a poor turf, which the Eagles blamed for their narrow loss.",0,12,13,13,0.848737634249783,0.752322302661813,0.0848737634249783,1.74891501022436,1.55190928865636,0.174891501022436
341,5,3,5,0614fce88f2d,Draw,Synthetic opioids,two,2,3,4,3,4,4,5,4,5,4,Man,White/Caucasian/European,High School,20,,,,1679527269468,1679527842955,9.55811666666667,First,8,Emily,27,"The Super Bowl 2023 was played on a poor turf, which the Eagles blamed for their narrow loss.",0,12,13,13,26202.556226628,23001.2160917301,0.327531952832849,16323.3030501452,7810.81796442175,0.204041288126815
342,3,3,4,72d77b4c6458,Control,Drug overdoses,two,3,2,2,2,3,4,4,3,4,4,Woman,White/Caucasian/European,Undergraduate,39,,,,1679527273494,1679527759957,8.10771666666667,second,8,emily,27,The players said the turf in the super bowl was bad,0,9,11,11,8665.04362378253,7278.31461638932,0.108313045297282,,,
343,3,2,3,72d77b4c6458,Control,Drug-use disorder,two,3,2,2,2,3,4,4,3,4,4,Woman,White/Caucasian/European,Undergraduate,39,,,,1679527273494,1679527759957,8.10771666666667,second,8,emily,27,The players said the turf in the super bowl was bad,0,9,11,11,3.07426316955788,2.75030133982561,0.307426316955788,,,
344,3,3,3,72d77b4c6458,Control,Synthetic opioids,two,3,2,2,2,3,4,4,3,4,4,Woman,White/Caucasian/European,Undergraduate,39,,,,1679527273494,1679527759957,8.10771666666667,second,8,emily,27,The players said the turf in the super bowl was bad,0,9,11,11,25632.8947627276,23485.6729227984,0.320411184534095,,,
345,4,5,4,15416c0a6148,Draw,Drug overdoses,two,2,3,2,3,4,4,3,5,4,3,Woman,White/Caucasian/European,High School,47,,,,1679527275178,1679528189839,15.24435,second,8,Emily,27,The Eagles and the Chiefs both blamed the turf for a poorly played football game. ,0,10,11,12,4998.2175954115,2708.02579979361,0.0624777199426437,18232.621012735,-15785.26625387,0.227907762659187
346,4,5,4,15416c0a6148,Draw,Drug-use disorder,two,2,3,2,3,4,4,3,5,4,3,Woman,White/Caucasian/European,High School,47,,,,1679527275178,1679528189839,15.24435,second,8,Emily,27,The Eagles and the Chiefs both blamed the turf for a poorly played football game. ,0,10,11,12,1.25814968737221,1.10841718266254,0.125814968737221,3.31334407600535,2.87725103199174,0.331334407600535
347,5,5,4,15416c0a6148,Draw,Synthetic opioids,two,2,3,2,3,4,4,3,5,4,3,Woman,White/Caucasian/European,High School,47,,,,1679527275178,1679528189839,15.24435,second,8,Emily,27,The Eagles and the Chiefs both blamed the turf for a poorly played football game. ,0,10,11,12,14521.0728438966,10456.568790397,0.181513410548708,13821.9671217641,1932.09972299169,0.172774589022052
348,4,2,4,31971c93a9b2,Draw,Drug overdoses,two,2,2,2,2,4,5,4,4,5,4,Woman,White/Caucasian/European,Masters,61,,,,1679527275454,1679528075929,13.34125,first,8,emily,none,Eagles had some complaints about the field but said it was not an excuse for losing the game.  Maybe NFL needs to be better at checking field conditions.,0,8,13,13,5499.97958737832,108.892108488129,0.0687497448422289,6527.89138956885,5804.00103199174,0.0815986423696107
349,3,3,3,31971c93a9b2,Draw,Drug-use disorder,two,2,2,2,2,4,5,4,4,5,4,Woman,White/Caucasian/European,Masters,61,,,,1679527275454,1679528075929,13.34125,first,8,emily,none,Eagles had some complaints about the field but said it was not an excuse for losing the game.  Maybe NFL needs to be better at checking field conditions.,0,8,13,13,1.73189315371944,-1.58210572674794,0.173189315371944,2.24227821458533,-2.11655701754386,0.224227821458533
350,2,2,2,31971c93a9b2,Draw,Synthetic opioids,two,2,2,2,2,4,5,4,4,5,4,Woman,White/Caucasian/European,Masters,61,,,,1679527275454,1679528075929,13.34125,first,8,emily,none,Eagles had some complaints about the field but said it was not an excuse for losing the game.  Maybe NFL needs to be better at checking field conditions.,0,8,13,13,11542.3605514496,8566.36218836565,0.14427950689312,21548.8866258006,-5319.08513677285,0.269361082822508
351,5,4,5,f05ac3e95659,Categorize,Drug overdoses,two,1,2,2,4,3,2,4,5,4,4,Woman,White/Caucasian/European,Undergraduate,40,,,,1679527280200,1679527716223,7.26705,FIRST,8,JUNE,9,THE TURF IN THE SUPERBOWL WAS SUBPAR BUT THE EAGLES ARENT USING IT AS AN EXCUSE,0,9,9,13,11396.4746122499,-9462.2528379773,0.142455932653123,,,
352,5,4,5,f05ac3e95659,Categorize,Drug-use disorder,two,1,2,2,4,3,2,4,5,4,4,Woman,White/Caucasian/European,Undergraduate,40,,,,1679527280200,1679527716223,7.26705,FIRST,8,JUNE,9,THE TURF IN THE SUPERBOWL WAS SUBPAR BUT THE EAGLES ARENT USING IT AS AN EXCUSE,0,9,9,13,2.07526689624008,1.6077721878225,0.207526689624008,,,
353,5,5,5,f05ac3e95659,Categorize,Synthetic opioids,two,1,2,2,4,3,2,4,5,4,4,Woman,White/Caucasian/European,Undergraduate,40,,,,1679527280200,1679527716223,7.26705,FIRST,8,JUNE,9,THE TURF IN THE SUPERBOWL WAS SUBPAR BUT THE EAGLES ARENT USING IT AS AN EXCUSE,0,9,9,13,19526.8868059357,16126.9289012004,0.244086085074197,,,
354,3,5,5,8bd47a74e958,Categorize,Drug overdoses,two,2,1,4,3,4,3,2,5,4,2,Woman,White/Caucasian/European,High School,23,,,,1679527280427,1679528201281,15.3475666666667,Second,8,Emily,27,"Though not the reason for their loss, the Eagles head coach wanted to state that the turf used during the Superbowl was certainly subpar.",0,10,9,11,15669.4498505863,-13107.6762468557,0.195868123132329,,,
355,3,3,5,8bd47a74e958,Categorize,Drug-use disorder,two,2,1,4,3,4,3,2,5,4,2,Woman,White/Caucasian/European,High School,23,,,,1679527280427,1679528201281,15.3475666666667,Second,8,Emily,27,"Though not the reason for their loss, the Eagles head coach wanted to state that the turf used during the Superbowl was certainly subpar.",0,10,9,11,0.235600566413258,-0.132391640866873,0.0235600566413258,,,
356,3,4,5,8bd47a74e958,Categorize,Synthetic opioids,two,2,1,4,3,4,3,2,5,4,2,Woman,White/Caucasian/European,High School,23,,,,1679527280427,1679528201281,15.3475666666667,Second,8,Emily,27,"Though not the reason for their loss, the Eagles head coach wanted to state that the turf used during the Superbowl was certainly subpar.",0,10,9,11,12365.3623505438,8181.17667192369,0.154567029381798,,,
357,2,3,3,8812deba8168,Control,Drug overdoses,two,3,3,2,3,2,4,5,3,4,5,Man,White/Caucasian/European,Undergraduate,32,,,,1679527285913,1679527938038,10.86875,second,8,Emily,0,"The turf in Arizona wasn't satisfactory for some of the players on the Philadelphia Eagles during the Super Bowl, but they don't credit it to their loss.",0,11,11,12,7870.40725368602,-5869.8895768834,0.0983800906710752,,,
358,3,2,3,8812deba8168,Control,Drug-use disorder,two,3,3,2,3,2,4,5,3,4,5,Man,White/Caucasian/European,Undergraduate,32,,,,1679527285913,1679527938038,10.86875,second,8,Emily,0,"The turf in Arizona wasn't satisfactory for some of the players on the Philadelphia Eagles during the Super Bowl, but they don't credit it to their loss.",0,11,11,12,0.242505861986159,-0.0257417440660479,0.0242505861986159,,,
359,3,4,3,8812deba8168,Control,Synthetic opioids,two,3,3,2,3,2,4,5,3,4,5,Man,White/Caucasian/European,Undergraduate,32,,,,1679527285913,1679527938038,10.86875,second,8,Emily,0,"The turf in Arizona wasn't satisfactory for some of the players on the Philadelphia Eagles during the Super Bowl, but they don't credit it to their loss.",0,11,11,12,10735.1239087063,4510.12373037858,0.134189048858829,,,
360,5,4,4,bed0e18599f1,Draw,Drug overdoses,two,4,4,4,4,5,5,5,5,5,5,Man,White/Caucasian/European,High School,34,,,,1679527286968,1679528087743,13.34625,first,7,June,27,The weather conditions had an effect on the playing field that negatively impacted both teams. ,0,16,15,15,8267.17358359525,-5853.8438185307,0.103339669794941,8042.29243667814,-2047.58363970589,0.100528655458477
361,5,4,4,bed0e18599f1,Draw,Drug-use disorder,two,4,4,4,4,5,5,5,5,5,5,Man,White/Caucasian/European,High School,34,,,,1679527286968,1679528087743,13.34625,first,7,June,27,The weather conditions had an effect on the playing field that negatively impacted both teams. ,0,16,15,15,1.85214339660844,1.15479854745146,0.185214339660844,1.45971129004027,1.2022701676785,0.145971129004027
362,4,5,5,bed0e18599f1,Draw,Synthetic opioids,two,4,4,4,4,5,5,5,5,5,5,Man,White/Caucasian/European,High School,34,,,,1679527286968,1679528087743,13.34625,first,7,June,27,The weather conditions had an effect on the playing field that negatively impacted both teams. ,0,16,15,15,8892.39635637262,3307.76744647392,0.111154954454658,13820.8552899002,-2468.77918325831,0.172760691123753
